TBLID,GEOID,GEONAME,PROFTBL,PROFLN,TITLE,EST_19,EST_18,SIG90_19_18,EST_17,SIG90_19_17,EST_16,SIG90_19_16,EST_15,SIG90_19_15
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,20,Spouse,16.8%,14.7%,,12.0%,*,16.6%,,16.4%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,21,Unmarried partner,1.7%,1.2%,,2.3%,,1.3%,,2.2%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,22,Child,36.4%,39.4%,,42.6%,*,40.4%,,42.2%,*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,23,Other relatives,13.1%,14.0%,,13.4%,,10.7%,,9.0%,*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,24,Other nonrelatives,0.4%,0.4%,,0.0%,,0.6%,,0.3%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,24.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,24.5,MARITAL STATUS,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,25,Males 15 years and over,"28,562","28,438",,"29,049",,"28,905",,"28,736",
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,26,Never married,45.1%,47.4%,,42.1%,,45.0%,,41.0%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,27,"Now married, except separated",47.3%,40.1%,,38.5%,*,46.8%,,44.6%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,28,Separated,1.0%,0.2%,,1.1%,,0.6%,,3.3%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,29,Widowed,2.1%,6.8%,*,4.0%,,2.0%,,1.7%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,30,Divorced,4.5%,5.4%,,14.3%,*,5.5%,,9.4%,*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,30.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,31,Females 15 years and over,"32,684","31,530",*,"32,001",,"32,161",*,"31,921",*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,32,Never married,43.7%,38.2%,,41.0%,,35.3%,*,32.6%,*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,33,"Now married, except separated",40.0%,40.5%,,29.3%,*,39.9%,,43.4%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,34,Separated,1.1%,2.0%,,3.6%,,2.8%,,3.4%,*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,35,Widowed,8.2%,11.6%,,8.1%,,9.8%,,8.4%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,36,Divorced,7.0%,7.8%,,18.0%,*,12.3%,*,12.2%,*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,36.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,36.5,FERTILITY,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,37,Number of women 15 to 50 years old who had a birth in the past 12 months,N,N,,N,,"1,167",,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,38,"Unmarried women (widowed, divorced, and never married)",N,N,,N,,44.5%,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,39,"Per 1,000 unmarried women",N,N,,N,,41,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,40,"Per 1,000 women 15 to 50 years old",N,N,,N,,58,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,41,"Per 1,000 women 15 to 19 years old",N,N,,N,,127,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,42,"Per 1,000 women 20 to 34 years old",N,N,,N,,71,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,43,"Per 1,000 women 35 to 50 years old",N,N,,N,,26,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,43.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,43.5,GRANDPARENTS,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,44,Number of grandparents living with own grandchildren under 18 years,N,N,,N,,"2,946",,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,45,Grandparents responsible for grandchildren,N,N,,N,,56.0%,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,45.9,Years responsible for grandchildren,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,46,Less than 1 year,N,N,,N,,17.9%,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,47,1 or 2 years,N,N,,N,,8.0%,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,48,3 or 4 years,N,N,,N,,11.3%,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,49,5 or more years,N,N,,N,,18.8%,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,49.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,50,Number of grandparents responsible for own grandchildren under 18 years,N,N,,N,,"1,650",,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,51,Who are female,N,N,,N,,55.9%,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,52,Who are married,N,N,,N,,92.9%,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,52.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,52.5,SCHOOL ENROLLMENT,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,53,Population 3 years and over enrolled in school,"18,772","17,289",,"18,274",,"18,341",,"22,777",*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,54,"Nursery school, preschool",2.5%,1.8%,,3.4%,,4.2%,,5.5%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,55,Kindergarten,3.0%,2.6%,,4.4%,,3.2%,,4.9%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,56,Elementary school (grades 1-8),37.2%,41.6%,,40.1%,,36.8%,,33.1%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,57,High school (grades 9-12),25.9%,26.3%,,23.2%,,23.3%,,22.9%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,58,College or graduate school,31.4%,27.8%,,28.9%,,32.5%,,33.5%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,58.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,58.5,EDUCATIONAL ATTAINMENT,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,59,Population 25 years and over,"50,970","49,635",c,"50,079",c,"49,814",c,"49,198",c
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,60,Less than 9th grade,10.7%,13.5%,,11.2%,,10.4%,,11.7%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,61,"9th to 12th grade, no diploma",6.4%,5.8%,,7.0%,,6.3%,,5.4%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,62,High school graduate (includes equivalency),21.2%,23.2%,,27.4%,,24.1%,,22.9%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,63,"Some college, no degree",7.1%,12.8%,*,14.6%,*,17.8%,*,15.2%,*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,64,Associate's degree,29.0%,16.9%,*,12.1%,*,9.2%,*,11.5%,*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,65,Bachelor's degree,19.2%,21.3%,,21.7%,,25.0%,*,25.9%,*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,66,Graduate or professional degree,6.3%,6.5%,,5.9%,,7.3%,,7.3%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,66.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,67,High school graduate or higher,83.0%,80.7%,,81.8%,,83.4%,,82.8%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,68,Bachelor's degree or higher,25.6%,27.7%,,27.6%,,32.2%,*,33.2%,*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,68.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,68.5,VETERAN STATUS,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,69,Civilian population 18 years and over,"58,396","57,013",*,"57,523",*,"57,610",*,"57,099",*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,70,Civilian veterans,2.8%,1.9%,,2.4%,,2.4%,,2.1%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,70.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,70.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,71,Total Civilian Noninstitutionalized Population,"71,897","70,985",*,"72,914",*,"73,897",*,"74,275",*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,72,With a disability,8.5%,12.0%,*,19.4%,*,17.1%,*,18.3%,*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,72.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,73,Under 18 years,"13,629","14,081",*,"15,479",*,"16,370",*,"17,269",*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,74,With a disability,3.9%,4.2%,,7.3%,,7.0%,,4.8%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,74.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,75,18 to 64 years,"47,567","46,676",*,"47,526",,"47,959",*,"47,963",*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,76,With a disability,6.3%,10.3%,*,17.2%,*,14.5%,*,16.2%,*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,76.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,77,65 years and over,"10,701","10,228",*,"9,909",*,"9,568",*,"9,043",*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,78,With a disability,24.4%,30.4%,,48.7%,*,47.8%,*,55.2%,*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,78.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,78.5,RESIDENCE 1 YEAR AGO,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,79,Population 1 year and over,N,N,,N,,"72,875",,"74,058",
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,80,Same house,N,N,,N,,94.2%,,96.1%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,81,Different house in Puerto Rico or the U.S.,N,N,,N,,5.8%,,3.7%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,82,In Puerto Rico,N,N,,N,,5.6%,,3.6%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,83,Same municipio,N,N,,N,,1.3%,,0.9%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,84,Different municipio,N,N,,N,,4.3%,,2.7%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,85,In the United States,N,N,,N,,0.2%,,0.1%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,86,Elsewhere,N,N,,N,,0.0%,,0.2%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,86.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,86.5,PLACE OF BIRTH,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,87,Total population,N,"71,094",,"73,217",,"73,980",,"74,368",
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,88,Native,N,99.6%,,99.1%,,98.3%,,97.9%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,89,Born in Puerto Rico or the United States,N,99.0%,,99.0%,,98.2%,,97.8%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,90,In Puerto Rico,N,94.8%,,93.7%,,94.4%,,93.6%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,91,In the United States,N,4.2%,,5.3%,,3.8%,,4.2%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,92,"Born in U.S. Island Areas, or born abroad of American parents",N,0.6%,,0.1%,,0.1%,,0.1%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,93,Foreign born,N,0.4%,,0.9%,,1.7%,,2.1%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,93.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,93.5,U.S. CITIZENSHIP STATUS,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,94,Foreign-born population,338,283,,652,,"1,244",*,"1,583",*
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,95,Naturalized U.S. citizen,100.0%,51.9%,,81.9%,,51.5%,,65.4%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,96,Not a U.S. citizen,0.0%,48.1%,,18.1%,,48.5%,,34.6%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,96.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,96.5,YEAR OF ENTRY,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,97,Population born outside Puerto Rico,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,97.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,98,Native,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,99,Entered 2010 or later,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,100,Entered before 2010,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,100.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,101,Foreign born,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,102,Entered 2010 or later,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,103,Entered before 2010,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,103.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,103.5,WORLD REGION OF BIRTH OF FOREIGN BORN,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,104,"Foreign-born population, excluding population born at sea",N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,105,Europe,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,106,Asia,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,107,Africa,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,108,Oceania,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,109,Latin America,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,110,Northern America,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,110.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,110.5,LANGUAGE SPOKEN AT HOME,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,111,Population 5 years and over,N,N,,N,,"70,543",,"70,653",
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,112,English only,N,N,,N,,5.1%,,5.9%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,113,Language other than English,N,N,,N,,94.9%,,94.1%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,114,"Speak English less than ""very well""",N,N,,N,,71.4%,,72.2%,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,115,Spanish,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,116,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,117,Other Indo-European languages,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,118,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,119,Asian and Pacific Islander languages,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,120,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,121,Other languages,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,122,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,122.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,122.5,ANCESTRY,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,123,Total population,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,124,American,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,125,Arab,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,126,Czech,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,127,Danish,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,128,Dutch,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,129,English,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,130,French (except Basque),N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,131,French Canadian,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,132,German,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,133,Greek,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,134,Hungarian,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,135,Irish,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,136,Italian,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,137,Lithuanian,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,138,Norwegian,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,139,Polish,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,140,Portuguese,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,141,Russian,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,142,Scotch-Irish,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,143,Scottish,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,144,Slovak,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,145,Subsaharan African,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,146,Swedish,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,147,Swiss,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,148,Ukrainian,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,149,Welsh,N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,150,West Indian (excluding Hispanic origin groups),N,N,,N,,N,,N,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,150.3,,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,150.5,COMPUTERS AND INTERNET USE,,,,,,,,,
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,151,Total households,"22,650","21,511",,"21,640",,"22,394",,(X),
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,152,With a computer,92.4%,84.2%,*,79.4%,*,77.8%,*,(X),
CP02PR,05000US72135,"Toa Alta Municipio, Puerto Rico",1,153,With a broadband Internet subscription,38.4%,36.1%,,68.1%,*,62.2%,*,(X),
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,0,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,0.5,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,0.8,HOUSEHOLDS BY TYPE,,,,,,,,,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,1,Total households,"28,291","26,085",*,"27,841",,"28,112",,"26,989",
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,2,Married-couple family,35.3%,39.6%,,41.4%,,37.3%,,35.3%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,3,With own children of the householder under 18 years,10.4%,10.1%,,11.3%,,10.4%,,13.9%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,4,Cohabiting couple household,9.9%,8.0%,,8.3%,,8.8%,,8.2%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,5,With own children of the householder under 18 years,3.8%,3.6%,,3.9%,,4.6%,,3.2%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,6,"Male householder, no spouse/partner present",16.9%,18.1%,,14.0%,,14.7%,,15.8%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,7,With own children of the householder under 18 years,0.8%,1.2%,,0.5%,,0.4%,,0.0%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,8,Householder living alone,13.9%,14.0%,,11.7%,,9.5%,*,12.0%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,9,65 years and over,5.6%,6.1%,,4.5%,,3.3%,*,3.3%,*
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,10,"Female householder, no spouse/partner present",37.9%,34.2%,,36.3%,,39.1%,,40.7%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,11,With own children of the householder under 18 years,8.9%,6.2%,,4.2%,*,10.7%,,7.4%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,12,Householder living alone,16.7%,12.3%,*,17.3%,,16.3%,,20.2%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,13,65 years and over,9.2%,6.0%,*,8.2%,,7.5%,,9.0%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,13.3,,,,,,,,,,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,14,Households with one or more people under 18 years,29.4%,27.8%,,25.9%,,31.9%,,30.0%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,15,Households with one or more people 65 years and over,37.0%,38.9%,,37.5%,,36.7%,,35.3%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,15.3,,,,,,,,,,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,16,Average household size,2.61,2.85,*,2.80,,2.84,*,3.03,*
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,17,Average family size,3.28,3.41,,3.43,,3.45,,4.04,*
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,17.3,,,,,,,,,,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,17.5,RELATIONSHIP,,,,,,,,,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,18,Population in households,"73,903","74,269",,"77,861",*,"79,906",*,"81,693",*
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,19,Householder,38.3%,35.1%,*,35.8%,,35.2%,*,33.0%,*
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,20,Spouse,13.6%,14.0%,,14.6%,,13.1%,,11.7%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,21,Unmarried partner,3.7%,2.8%,,3.2%,,3.2%,,2.7%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,22,Child,32.9%,33.9%,,35.6%,,35.9%,,38.4%,*
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,23,Other relatives,10.3%,11.9%,,9.1%,,11.4%,,13.6%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,24,Other nonrelatives,1.2%,2.3%,,1.8%,,1.2%,,0.5%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,24.3,,,,,,,,,,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,24.5,MARITAL STATUS,,,,,,,,,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,25,Males 15 years and over,"29,209","29,214",c,"30,102",c,"30,846",c,"31,288",c
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,26,Never married,43.1%,43.8%,,37.4%,*,44.3%,,43.4%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,27,"Now married, except separated",36.8%,40.3%,,42.3%,,39.0%,,34.9%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,28,Separated,1.0%,1.0%,,3.2%,*,2.8%,*,2.1%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,29,Widowed,4.0%,5.0%,,4.8%,,3.7%,,5.3%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,30,Divorced,15.2%,9.9%,*,12.3%,,10.2%,*,14.3%,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,30.3,,,,,,,,,,
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,31,Females 15 years and over,"34,420","34,268",c,"35,644",c,"36,143",c,"36,548",c
CP02PR,05000US72137,"Toa Baja Municipio, Puerto Rico",1,32,Never married,38.8%,38.5%,,36.8%,,38.3%,,36.3%,
